Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-26 00:00:00-04:00,80.69826185002869,81.3552648110084,78.28924088971746,78.98200225830078,37066000,0.0,0.0
2020-10-27 00:00:00-04:00,79.2412385447574,79.79618726816781,78.60111827113761,79.66781616210938,24580000,0.0,0.0
2020-10-28 00:00:00-04:00,77.45694200054528,77.53689261986658,75.21627872388264,75.31559753417969,36680000,0.0,0.0
2020-10-29 00:00:00-04:00,75.60063273392373,79.14388977996157,75.59467678858971,77.82938385009766,40062000,0.0,0.0
2020-10-30 00:00:00-04:00,83.0372609927354,83.77670009021313,79.67775100323058,80.49962615966797,86582000,0.0,0.0
2020-11-02 00:00:00-05:00,80.85469150454024,82.47411027540336,80.25231497531756,80.74891662597656,50708000,0.0,0.0
2020-11-03 00:00:00-05:00,81.03445385982764,82.52028804891705,80.2816101889804,81.94969177246094,33234000,0.0,0.0
2020-11-04 00:00:00-05:00,84.93278125242438,87.9662748351412,84.721724049789,86.86207580566406,71418000,0.0,0.0
2020-11-05 00:00:00-05:00,88.44476100627865,89.0724617019695,86.93061692799304,87.56925201416016,41316000,0.0,0.0
2020-11-06 00:00:00-05:00,87.10145135543723,88.0191672335344,86.42607278637671,87.48880004882812,33218000,0.0,0.0
2020-11-09 00:00:00-05:00,88.93638032819226,90.28515199546842,87.40287583278217,87.55086517333984,45366000,0.0,0.0
2020-11-10 00:00:00-05:00,85.96620374870092,87.55086419350906,85.28139122878906,86.42804718017578,52722000,0.0,0.0
2020-11-11 00:00:00-05:00,86.9052864826371,87.61145255562555,86.77442995080564,87.03986358642578,25280000,0.0,0.0
2020-11-12 00:00:00-05:00,86.78758573945446,87.8125691391822,86.68677415967848,86.89733123779297,24950000,0.0,0.0
2020-11-13 00:00:00-05:00,87.28418502653102,88.44673103970828,86.63463081719998,88.2470932006836,29998000,0.0,0.0
2020-11-16 00:00:00-05:00,87.9829115083402,89.3421099523583,87.78377376605715,88.463623046875,24936000,0.0,0.0
2020-11-17 00:00:00-05:00,88.24312246713669,88.64338322477094,87.74949885321506,87.90592956542969,22942000,0.0,0.0
2020-11-18 00:00:00-05:00,87.6615994921091,88.07080174601607,86.71358875951046,86.74536895751953,23470000,0.0,0.0
2020-11-19 00:00:00-05:00,86.32824409450092,87.87813907418395,86.25996287701602,87.59656524658203,24998000,0.0,0.0
2020-11-20 00:00:00-05:00,87.6606187752798,88.09713053872399,86.50105815463596,86.51744079589844,46270000,0.0,0.0
2020-11-23 00:00:00-05:00,86.88541732925395,87.09895237526523,85.30224970583001,86.1534194946289,43232000,0.0,0.0
2020-11-24 00:00:00-05:00,85.93691676620557,87.97794984411425,85.79736879323788,87.8428726196289,31560000,0.0,0.0
2020-11-25 00:00:00-05:00,88.04199957258817,88.32258068192824,87.23005870495021,87.96949768066406,20916000,0.0,0.0
2020-11-27 00:00:00-05:00,88.05193574801741,89.58692541003835,88.01965543168285,89.05010223388672,17698000,0.0,0.0
2020-11-30 00:00:00-05:00,88.45388308870092,88.79559980634644,87.15358490191596,87.43863677978516,36476000,0.0,0.0
2020-12-01 00:00:00-05:00,88.11550147210329,90.62135589829055,87.86720065764494,89.29393768310547,34738000,0.0,0.0
2020-12-02 00:00:00-05:00,89.29393477639073,91.15867625708412,88.8655158618746,90.77629089355469,24440000,0.0,0.0
2020-12-03 00:00:00-05:00,90.58062699052718,91.73224619755354,90.51308838630666,90.71768951416016,24546000,0.0,0.0
